# WOLF (Wordnet Libre du Français)	fra	http://alpage.inria.fr/~sagot/wolf-en.html	CeCILL-C
00017865-v	fra:lemma	se coucher
00017865-v	fra:lemma	pieuter
00018043-r	fra:lemma	même
00018069-a	fra:lemma	bancable
00018158-v	fra:lemma	se lever
00018158-v	fra:lemma	surgir
00018158-v	fra:lemma	devenir
00018158-v	fra:lemma	sursauter
00018526-v	fra:lemma	se réveiller
00018584-a	fra:lemma	inacceptable
00018781-r	fra:lemma	relativement
00018781-r	fra:lemma	suffisamment
00018781-r	fra:lemma	assez
00018813-v	fra:lemma	éveiller
00018813-v	fra:lemma	susciter
00018813-v	fra:lemma	réveiller
00018813-v	fra:lemma	hérisser
00018813-v	fra:lemma	se réveiller
00018813-v	fra:lemma	décevoir
00019131-a	fra:lemma	accessible
00019131-a	fra:lemma	abordable
00019181-r	fra:lemma	purement
00019339-r	fra:lemma	toujours
00019349-a	fra:lemma	abordable
00019448-v	fra:lemma	affecter
00019448-v	fra:lemma	léser
00019505-a	fra:lemma	abordable
00019731-a	fra:lemma	commode
00019731-a	fra:lemma	convenable
00019731-a	fra:lemma	opportun
00019757-r	fra:lemma	toujours
00019792-v	fra:lemma	agresser
00019792-v	fra:lemma	prendre
00019792-v	fra:lemma	attaque
00019792-v	fra:lemma	attaquer
00019874-a	fra:lemma	inaccessible
00020133-v	fra:lemma	réveiller
00020142-r	fra:lemma	consécutivement
00020142-r	fra:lemma	successivement
00020259-v	fra:lemma	veiller
00020280-r	fra:lemma	constamment
00020280-r	fra:lemma	continuellement
00020476-r	fra:lemma	toujours
00020671-v	fra:lemma	hypnotiser
00020759-r	fra:lemma	jamais
00020827-n	fra:lemma	matière
00020827-n	fra:lemma	substance
00020997-r	fra:lemma	jamais
00021065-v	fra:lemma	anesthésier
00021110-a	fra:lemma	affable
00021212-r	fra:lemma	de temps en temps
00021212-r	fra:lemma	occasionnellement
00021212-r	fra:lemma	quelquefois
00021212-r	fra:lemma	parfois
00021265-n	fra:lemma	nutriment
00021265-n	fra:lemma	nourriture
00021265-n	fra:lemma	aliment
00021766-a	fra:lemma	précis
00021766-a	fra:lemma	exact
00021766-a	fra:lemma	juste
00021826-v	fra:lemma	chloroforme
00021878-r	fra:lemma	des fois
00021878-r	fra:lemma	tantôt
00021878-r	fra:lemma	quelquefois
00021878-r	fra:lemma	parfois
00021939-n	fra:lemma	artefact
00021939-n	fra:lemma	artéfact
00021997-v	fra:lemma	geler
00021997-v	fra:lemma	congeler
00022131-r	fra:lemma	quand
00022131-r	fra:lemma	car
00022131-r	fra:lemma	lorsque
00022131-r	fra:lemma	puisque
00022131-r	fra:lemma	aussi
00022131-r	fra:lemma	comme
00022131-r	fra:lemma	également
00022131-r	fra:lemma	que
00022131-r	fra:lemma	tant
00022131-r	fra:lemma	pendant que
00022131-r	fra:lemma	même
00022219-a	fra:lemma	fidèle
